Source,Target,Type,Id,Label,Weight,first lines,note,editions,folio,last lines,facsimiles,attributed title,transcription,attributed author
DIMEV 605,BodLauMis108,Undirected,272293,,1,"[A]ls i lay in a winteris nyt in a dronkening bifor þe dayvor
                    soþe i sauȝ a selly syt a body on a bere lay…",Followed by a unique 4-line benediction in French.,"Wright,  Thomas,
                        ed.  
             The Latin Poems Commonly Attributed to Walter Mapes.
Camden Society
         o.s. 16 (1841): 334-46.
Mätzner,  Edouard Adolf Ferdinand. 
             Altenglische Sprachproben, I: Poesie.
         Berlin: Wiedmann, 1867: 1.92-103.
Linow,  Wilhelm. 
             Þe desputisoun bitwen þe bodi and þe soule.
Erlanger Beiträge zur englischen Philologie
         1. Erlangen: Deichert, 1889; repr. Amsterdam: Rodopi, 1970: 1.24-105.
Emerson,  Oliver F. 
             A Middle English Reader.
         London and New York: Macmillan, 1905: 47-64.
Conlee,  John W.,
                        ed.  
             Middle English Debate Poetry: A Critical Anthology.
         East Lansing, MI: Colleagues Press, 1991: 20-3; 29-49.",ff. 200v-203v,"…Þo þat sunfol ben i rede hem red to schriuen hem and
                    rewen soreNeuere was sunne i don so gret þat cristes merci ne is wel
                    more",,,,
DIMEV 605,NLS1921,Undirected,272297,,1,"As y lay in a winters niȝtIn a draupening bi for þe
                    day…","592 lines; most of f. 35 cut away, with loss of end-lines at
                    end.","Laing,  David,  and  William Barclay David Donald Turnbull, eds.  
             Owain Miles &c.
         Edinburgh, 1837. 
Linow,  Wilhelm. 
             Þe desputisoun bitwen þe bodi and þe soule.
Erlanger Beiträge zur englischen Philologie
         1. Erlangen: Deichert, 1889; repr. Amsterdam: Rodopi, 1970: 1.24-105.
Conlee,  John W.,
                        ed.  
             Middle English Debate Poetry: A Critical Anthology.
         East Lansing, MI: Colleagues Press, 1991: 23-9.",ff. 31vb-35ra,"…Þine [ ]In heu[ ]Þi pai[ ]Þer to [
                    ]","Pearsall,  Derek,  and  I. C. Cunningham, eds.  
             The Auchinleck Manuscript. National Library of Scotland
                Advocates’ MS. 19.2.1.
         London: Scolar Press, 1977.","Þe desputisoun bitven þe bodi & þe soule (f.
                        31vb)",,
DIMEV 613,BLHar2253,Undirected,272315,,1,"Ase y me rod þis ender dayby grene wode to seche
                    play…",,"Wright,  Thomas. 
             Specimens of Lyric Poetry composed in England in the Reign of Edward
                the First.
Percy Society
         4. London: Richard, 1842: 94-6.
Böddeker,  Karl. 
             Altenglische Dichtungen des MS. Harl. 2253.
         Berlin: Weidmann, 1878: 218-9.
Wülker,  Richard Paul,
                        ed.  
             Altenglisches Lesebuch.
         2 vols. in one. Halle: Lippert, 1874, 1880: 1.48-9.
Brown,  Carleton Fairchild,
                        ed.  
             Religious Lyrics of the XIV Century.
         Oxford: Clarendon, 1924. 2nd ed., rev.: G. V. Smithers, Oxford,
            1952: 13-4.
Cook,  Albert Stanburrough. 
             A Literary Middle English Reader.
         Boston and New York: Ginn, 1915: 462-4.
Brook,  George Leslie. 
             The Harley Lyrics.
         Manchester: Manchester UP, 1948; rev. ed. 1956; 3rd ed. 1964: 65-6.
Funke,  Otto,
                        ed.  
             A Middle English Reader.
         Bern: A. Francke, 1944: 49-51.
Davies,  Reginald Thorne. 
             Medieval English Lyrics: a critical anthology.
         London, 1963; Evanston, IL: Northwestern UP, 1964: 78-80.
Stevick,  Robert D.,
                        ed.  
             One Hundred Middle English Lyrics.
         Indianapolis: Bobbs-Merrill, 1964: 52-4.
Luria,  Maxwell Sidney,  and  Richard L. Hoffman, eds.  
             Middle English Lyrics.
         New York: Norton, 1974: 183-4.
Dunn,  Charles W.,  and  Edward T. Byrnes, eds.  
             Middle English Literature.
         New York, 1973; 2nd ed. New York: Garland, 1990: 205-7.
Saupe,  Karen,
                        ed.  
             Middle English Marian
                    Lyrics.
         Kalamazoo, MI: Western Michigan University for TEAMS, 1998: 147-8; 260-1.
Fein,  Susanna Greer,
                        ed.  
             The Complete Harley 2253 Manuscript, Volume 2.
         Kalamazoo, Michigan: Medieval Institute Publications, 2009: Booklet 5, no. 67.",f. 81va-b,"…In þis world to ben holyant wynne heuene
                    blysse","Ker,  Neil Ripley. 
             “Introduction.” 
             Facsimile of British Museum MS. Harley 2253.
EETS
         o.s. 255 (1965).",,,
DIMEV 703,CamTCC323,Undirected,272497,,1,,,"James,  Montague Rhodes. 
             Catalogue of the
                    Western Manuscripts in the Library of Trinity College, Cambridge.
         4 vols. Cambridge: at the UP, 1900-1904: 1.443.
Robbins,  Rossell Hope. 
             “English Almanacks of the XVth Century.” 
             Philological Quarterly
         18 (1939): 321-31: 322.
Means,  Laurel. 
             “‘Ffor as moche as yche man may not haue þe astrolabe:’
                Popular Middle English Variations on the Computus.” 
             Speculum
         67 (1992): 595-623: 613.",f. 42,,,,"Ate feste of seint benedistÞenne is þe dai euene wid
                    þe nistNim þenne mone of foirtennistÞe necste sunedai
                    þer hestes paske rist",
DIMEV 714,CamTCC323,Undirected,272526,,1,"At siforde setin kinhis moniefele biscopis & fele booc
                    lerede…",Þus quad alfred (between stanzas).,"Borgström,  Edvard. 
             The Proverbs of Alfred.
         Lund: H. Ohlsson, 1908. 
Skeat,  Walter William. 
             The Proverbs of Alfred.
         Oxford: Clarendon, 1907. 
Wright,  Thomas,  and  James Orchard Halliwell-Phillipps, eds.  
             Reliquiae Antiquae.
         2 vols. London: Smith, 1845: 1.170-88.
Morris,  Richard,
                        ed.  
             An Old English Miscellany: A Bestiary, Kentish Sermons, Proverbs of
                Alfred and Religious Poems of the Thirteenth Century.
EETS
         o.s. 49 (1872); repr. 1988: 103-38.
Kemble,  John Mitchell. 
             The Dialogue of Salomon and Saturnus.
         London: Aelfric Society, 1848: 226-48.
Segar,  Mary Gertrude,
                        ed.  
             A Mediaeval Anthology.
         London, NY: Longmans, Green, 1915: 127-32; (comp.) .
Brandl,  Alois Leonhard. 
             Mittelenglische Sprach- und Literatureproben.
         2nd ed. Berlin, 1917; repr. as  Middle English
                Literature New York: Chelsea, 1949: 145-55.",ff. 85-87v,"…þuru þis lore & gentelerihe amendit huge
                    companie",,,,
DIMEV 779,BodLauMis108,Undirected,272786,,1,,,,f. 238v,,,,"Be þu nauȝt to bolde to blame Leste þu be founde in
                    þe same[L]oue god and drede shame& so in worship kepe þi
                    name",
DIMEV 784,CamTCC323,Undirected,272791,,1,"Beau enfant pour apprendreEn franceis deueȝ bien
                        entendreffayre chyld for to lerneIn frensh ȝe schal wel
                    vnder stande…",,,ff. 88-138v,"…Now prayeþ god so ȝe may endÞat to hys Ioye
                    ȝe may kome so be hyt",,"Liber iste vocatur femina quia sicut femina docet infantem loqui
                        maternam sic docet iste liber iuuenes rehtorice loqui gallicum prout infra
                        patebit (f. 88); Capitulum primum docet rethorice loqui de
                        assimilitudine bestiarum (f. 88)",,
DIMEV 807,BodLauMis108,Undirected,272842,,1,,,"Robbins,  Rossell Hope,
                        ed.  
             Secular Lyrics of the XIV and XV Centuries.
         2nd ed. Oxford: Clarendon, 1955: 241.",f. 238,,,,"Behalde merueylis a mayde ys moderIsaye viioLyfe
                        fouȝte with deþ and deþ is slayneOsee
                        xiijoHere sone her fader ys & broderysaye
                        ixoLyfe fawȝt with deþ & deþ is
                    slayneOsee xiiioMost hiȝ was lowe he styȝe
                    agaynephilipens iio",
DIMEV 830,CamTCC323,Undirected,272888,,1,"bisete þine poueþis sire eodeþeng on poremennis
                    neode","Christ from the Cross, possibly related: ‘In cruce sum pro te
                        si peccas desine pro me sic homo diligo te sic victima pendeo pro te vt
                        viuas morior non est dileccio maior (f. 25rb).","James,  Montague Rhodes. 
             Catalogue of the
                    Western Manuscripts in the Library of Trinity College, Cambridge.
         4 vols. Cambridge: at the UP, 1900-1904: 1.440.
Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 176.",f. 25rb,"betere þe were of god medeþenne in helle mid
                    veinde",,,,
DIMEV 832,CamTCC323,Undirected,272890,,1,,,"Mooney,  Linne R. 
             The Index of Middle English Prose: Handlist XI: Manuscripts in the
                Library of Trinity College, Cambridge.
         Cambridge: Brewer, 1995: 13.",f. 27v,,,,"Bi þench þe wat þe wole bitidenyf þou so dest ar
                    þou biginneþat þou habbe god endinge",
DIMEV 835,BodLauMis108,Undirected,272897,,1,,Follows 779 and 1833.,,f. 238v,,,,"Better ys to suffre and fortune abideÞan hastyly falle &
                    soþenly slyde",
DIMEV 842,BLHar2253,Undirected,272915,,1,"Bytuene mersh & auerilWhen spray biginneþ to
                    springeþe lutel foul haþ hire wylon hyre lud to
                    synge…",,"Ritson,  Joseph,
                        ed.  
             Ancient Songs and Ballads from the Reign of King Henry the Second to
                the Revolution.
         2 vols. London, 1829; re-ed. 
                William Carew
                Hazlitt
             London, 1877: 1.56-7.
Wright,  Thomas,
                        ed.  
             Specimens of Old Christmas Carols, etc.
Percy Society
         4. London: T. Richard, 1841: 27-9.
Morris,  Richard,  and  Walter William Skeat, eds.  
             Specimens of Early English , Pt. I, A.D. 1150-A.D.1300.
         Oxford: Clarendon, 1882, 2nd ed. 1885; Pt. II, A.D. 1298-A.D.1393,
            Oxford: Clarendon, 1872, 2nd ed. 1894; Pt. III. Orig. published separately,
            1871: 2.43.
Wülker,  Richard Paul,
                        ed.  
             Altenglisches Lesebuch.
         2 vols. in one. Halle: Lippert, 1874, 1880: 1.108.
Böddeker,  Karl. 
             Altenglische Dichtungen des MS. Harl. 2253.
         Berlin: Weidmann, 1878: 147-8.
Zupitza,  Julius. 
             Alt- und mittelenglisches Uebungsbuch mit einem
                Wörterbuch.
         8th ed. Vienna and Leipzig: Braumüller, 1907; 12th ed., ed. Albert
            Eichler. Wein: Braumüller, 1922: 161.
Ellis,  Alexander John,
                        ed.  
             On Early English Pronunciation.
             4 vols. 
             EETS
         e.s. 2 (1867), 7 (1869), 14 (1871), 23 (1874), repr. 1973; issued
            jointly by the Philological Society, the EETS, and the Chaucer Society [2nd ser. 1, 4-5,
            25] London: Trübner; ed. note: with rare exceptions, entries from these volumes are
            identical; where variants occur, both editions are cited: 1.109.
Chambers,  Edmund Kerchever,  and  Frank Sidgwick.  
             Early English Lyrics….
         London: Buller, 1907, 1911 et seq: 6-7.
Cook,  Albert Stanburrough. 
             A Literary Middle English Reader.
         Boston and New York: Ginn, 1915: 410.
Kluge,  Friedrich. 
             Mittelenglisches Lesebuch.
         Halle: Neimeyer, 1912: 89.
Segar,  Mary Gertrude,  and  Emmeline Paxton, eds.  
             Some Minor Poems of the Middle Ages.
         London, NY: Longmans, Green, 1917: 24.
Sisam,  Kenneth. 
             Fourteenth Century Verse and Prose.
         Oxford: Clarendon, 1921: 165-6.
Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 138.
Manly,  John Matthews,
                        ed.  
             English Poetry (1170-1892).
         2 vols. Boston: Ginn, 1916; later condensed with  English Prose (1137-1892) into  English Prose and Poetry
                (1137-1892): 12-13.
Warren,  Kate Mary,
                        ed.  
             A Treasury of English Literature.
         6 vols. London: Constable, 1906-08: 2.62-3.
Quiller-Couch,  A. 
             The Oxford Book of English Verse.
         Oxford: Clarendon, 1939: 2-3.
Auden,  Wystan Hugh,  and  Norman Holmes Pearson, eds.  
             Poets of the English Language.
Viking Portable Library
         vol. 1. New York, 1950: 1.24-5.
Segar,  Mary Gertrude,
                        ed.  
             A Mediaeval Anthology.
         London, NY: Longmans, Green, 1915: 98-9.
Brook,  George Leslie. 
             The Harley Lyrics.
         Manchester: Manchester UP, 1948; rev. ed. 1956; 3rd ed. 1964: 33.
Kaiser,  Rolf,
                        ed.  
             Alt- und mittelenglische Anthologie.
         Berlin-Charlottenburg: E. Schütt, 1954: 293.
Kaiser,  Rolf,
                        ed.  
             Alt- und mittelenglische Anthologie.
         Berlin, 1954; 3rd ed.; trans. as  Medieval English: a
                Old English and Middle English Anthology Berlin West, 1958: 466.
Speirs,  John. 
             Medieval English Poetry: the non-Chaucerian Tradition.
         London: Faber, 1957: 56-7.
Davies,  Reginald Thorne. 
             Medieval English Lyrics: a critical anthology.
         London, 1963; Evanston, IL: Northwestern UP, 1964: 67-8.
Stevick,  Robert D.,
                        ed.  
             One Hundred Middle English Lyrics.
         Indianapolis: Bobbs-Merrill, 1964: 38-40.
Oliver,  Raymond. 
             Poems Without Names: The English Lyric 1200-1500.
         Berkeley, CA: University of California, 1970: 22-3.
Sisam,  Celia,  and  Kenneth Sisam, eds.  
             The Oxford Book of Medieval English Verse.
         Oxford: Clarendon, 1970: 107-8.
Silverstein,  Theodore,
                        ed.  
             Medieval English Lyrics.
         York Medieval Texts. London: Edw. Arnold, 1971: 85-7.
Dunn,  Charles W.,  and  Edward T. Byrnes, eds.  
             Middle English Literature.
         New York, 1973; 2nd ed. New York: Garland, 1990: 208-9.
Fein,  Susanna Greer,
                        ed.  
             The Complete Harley 2253 Manuscript, Volume 2.
         Kalamazoo, Michigan: Medieval Institute Publications, 2009: Booklet 5, no. 29.",f. 63v,…geynest vnder goreherkne to my roun,"Ker,  Neil Ripley. 
             “Introduction.” 
             Facsimile of British Museum MS. Harley 2253.
EETS
         o.s. 255 (1965).",,,
