,UUID,FILE,QUOTE_TRANSCRIPTION,start,end,TYPE,TAGS,COMMENTS,GROUP_ID
129,68f3d798-0a6e-46b5-855f-f1350a7ad3c1,Tite_entries_entry-729.0_vitellius-bviii.txt,"James Ware, 1651 (228.1).",174,198,,Loan,,68f3d798-0a6e-46b5-855f-f1350a7ad3c1
130,d97f67f6-80b6-42ad-b20a-7792677c1399,Tite_entries_entry-729.0_vitellius-bviii.txt,"James Ware,",174,184,PERSON,,,68f3d798-0a6e-46b5-855f-f1350a7ad3c1
131,f13669eb-e59a-4219-ad76-7001575c32b5,Tite_entries_entry-729.0_vitellius-bviii.txt,1651,186,189,,Date,,68f3d798-0a6e-46b5-855f-f1350a7ad3c1
132,1990a6e0-0840-4cf9-9e1d-e363df6c6fc2,Tite_entries_entry-729.0_vitellius-bviii.txt,228.1,192,196,,List Reference,,68f3d798-0a6e-46b5-855f-f1350a7ad3c1
133,4262d968-ee68-40d6-8ddd-399ee385fb86,Tite_entries_entry-721.0_vitellius-bii.txt,"Sir William Howard,",149,167,PERSON,,,54a4a442-6452-48d5-9daa-655d8e16073e
134,54a4a442-6452-48d5-9daa-655d8e16073e,Tite_entries_entry-721.0_vitellius-bii.txt,"Sir William Howard, 1638 (173.1)",149,180,,Loan,,54a4a442-6452-48d5-9daa-655d8e16073e
135,4aa806f5-e81d-4e06-9404-e7961d57132f,Tite_entries_entry-721.0_vitellius-bii.txt,1638,169,172,,Date,,54a4a442-6452-48d5-9daa-655d8e16073e
136,b4e93317-5837-4ef8-8d2b-15f08c58af16,Tite_entries_entry-721.0_vitellius-bii.txt,173.1,175,179,,List Reference,,54a4a442-6452-48d5-9daa-655d8e16073e
137,3ff345e3-3e20-4b40-bb7a-8de035488ac6,Tite_entries_entry-721.0_vitellius-bii.txt,"Godfrey Goodman,",183,198,PERSON,,,351ea87c-551e-4a4b-bac5-1a3f84b5e618
138,351ea87c-551e-4a4b-bac5-1a3f84b5e618,Tite_entries_entry-721.0_vitellius-bii.txt,"Godfrey Goodman,       1640 (195.1)",183,217,,Loan,,351ea87c-551e-4a4b-bac5-1a3f84b5e618
139,c63689cf-cbf8-45d8-8214-02153bd988c1,Tite_entries_entry-721.0_vitellius-bii.txt,1640,206,209,,Date,,351ea87c-551e-4a4b-bac5-1a3f84b5e618
140,fad5e4b8-8fc6-47e6-bb24-6d7be9d4d37f,Tite_entries_entry-721.0_vitellius-bii.txt,195.1,212,216,,List Reference,,351ea87c-551e-4a4b-bac5-1a3f84b5e618
141,77af7958-4657-43d7-bd10-ac6a21541f51,Tite_entries_entry-721.0_vitellius-bii.txt,Henry Bourchier,220,234,PERSON,,,7769b66c-34a9-4420-bde7-6ecdf632595d
142,7769b66c-34a9-4420-bde7-6ecdf632595d,Tite_entries_entry-721.0_vitellius-bii.txt,"Henry Bourchier, 1653 or 1654 (248.1).",220,257,,Loan,,7769b66c-34a9-4420-bde7-6ecdf632595d
143,2d936e81-25f7-4715-8ffb-bd1b241090ae,Tite_entries_entry-721.0_vitellius-bii.txt,1653 or 1654,237,248,,Date,,7769b66c-34a9-4420-bde7-6ecdf632595d
144,c94de35d-5cec-4000-b050-c2bbcfa7679d,Tite_entries_entry-721.0_vitellius-bii.txt,248.1,251,255,,List Reference,,7769b66c-34a9-4420-bde7-6ecdf632595d
145,a0f478d5-d29b-41ec-aff9-d576c658c19b,Tite_entries_entry-726.0_vitellius-bv.txt,"Henry Bourchier, before 1637 (79.2: ? this).",180,223,,Loan|Uncertain Book,,a0f478d5-d29b-41ec-aff9-d576c658c19b
146,fc388f48-51ff-473d-b1d5-da610b1adddb,Tite_entries_entry-726.0_vitellius-bv.txt,Henry Bourchier,180,194,PERSON,,,a0f478d5-d29b-41ec-aff9-d576c658c19b
147,8a8d40c0-6716-43ad-a3ea-dc5ac1323c8b,Tite_entries_entry-726.0_vitellius-bv.txt,before 1637,197,207,,Date,,a0f478d5-d29b-41ec-aff9-d576c658c19b
148,b67fd354-b09b-4628-913c-010070626459,Tite_entries_entry-726.0_vitellius-bv.txt,79.2,210,213,,List Reference,,a0f478d5-d29b-41ec-aff9-d576c658c19b
149,796a1f09-cf52-4031-8e59-7641b57becd9,Tite_entries_entry-751.0_vitellius-bxxi.txt,"Edward   Herbert, 1636  (116.3 and  118.4: ? fols       194-208,  art. 74-76, of this and / or ? Otho C.X, ? Vit.       C.XI, ? XVI).",427,559,,Loan,,796a1f09-cf52-4031-8e59-7641b57becd9
150,a3d5108d-2aaf-4466-a124-9e6004c2d3b1,Tite_entries_entry-751.0_vitellius-bxxi.txt,Edward   Herbert,427,442,PERSON,,,796a1f09-cf52-4031-8e59-7641b57becd9
151,dc0f874d-6842-4ea1-be04-9c94ee7c09aa,Tite_entries_entry-751.0_vitellius-bxxi.txt,1636,445,448,,Date,,796a1f09-cf52-4031-8e59-7641b57becd9
152,a6a0e8e6-d8f0-4a5b-887a-9d600c989baa,Tite_entries_entry-751.0_vitellius-bxxi.txt,116.3 and  118.4,452,467,,List Reference,,796a1f09-cf52-4031-8e59-7641b57becd9
153,b38c57be-de58-44fe-a572-51aece0b843b,Tite_entries_entry-751.0_vitellius-bxxi.txt,"? fols       194-208,  art. 74-76, of this and / or ? Otho C.X, ? Vit.       C.XI, ? XVI",470,557,,Partial|Uncertain Book,,796a1f09-cf52-4031-8e59-7641b57becd9
154,b9d3684a-57e2-4ba0-858e-edbcaf5f88ac,Tite_entries_entry-409.0_nero-axvii.txt,John Selden,186,196,PERSON,,,fff7f992-a439-46be-80b7-f363b2861efb
155,fff7f992-a439-46be-80b7-f363b2861efb,Tite_entries_entry-409.0_nero-axvii.txt,"John Selden, 1638 (157.1).",186,211,,Loan,,fff7f992-a439-46be-80b7-f363b2861efb
156,a76543e6-95eb-4c2f-9345-3e42b60dfc81,Tite_entries_entry-409.0_nero-axvii.txt,1638,199,202,,Date,,fff7f992-a439-46be-80b7-f363b2861efb
157,2a25bea3-f145-48fb-baa6-45a932143e32,Tite_entries_entry-409.0_nero-axvii.txt,157.1,205,209,,List Reference,,fff7f992-a439-46be-80b7-f363b2861efb
158,5db50433-75db-4c85-8f14-63794cee2b83,Tite_entries_entry-396.0_nero-avii.txt,"Patrick Young, c.1616 (49.4);",234,262,,Loan,,5db50433-75db-4c85-8f14-63794cee2b83
159,dfb2b0d7-d59f-41be-94e9-bbe540a169bb,Tite_entries_entry-396.0_nero-avii.txt,Patrick Young,234,246,PERSON,,,5db50433-75db-4c85-8f14-63794cee2b83
160,edcff63f-0eaa-40c5-8cac-f51f00898fd8,Tite_entries_entry-396.0_nero-avii.txt,c.1616,249,254,,Date,,5db50433-75db-4c85-8f14-63794cee2b83
161,5615c4a8-e3b1-41e4-a04e-75cb3aea0271,Tite_entries_entry-396.0_nero-avii.txt,49.4,257,260,,List Reference,,5db50433-75db-4c85-8f14-63794cee2b83
162,1d61fe5e-7017-4540-9fe5-9e662943f8ff,Tite_entries_entry-396.0_nero-avii.txt,"John Selden, c.1638         (163.19: this or Claud. A-VII).",264,322,,Loan,,1d61fe5e-7017-4540-9fe5-9e662943f8ff
163,f128b84b-fd41-4d4b-94ec-8d4b1cb354b1,Tite_entries_entry-396.0_nero-avii.txt,John Selden,264,274,PERSON,,,1d61fe5e-7017-4540-9fe5-9e662943f8ff
164,29baacf1-4b8d-4ab8-b1c8-2b2824a6fe79,Tite_entries_entry-396.0_nero-avii.txt,c.1638,277,282,,Date,,1d61fe5e-7017-4540-9fe5-9e662943f8ff
165,f0e9c3ee-6837-4de1-af96-d0d0e7515974,Tite_entries_entry-396.0_nero-avii.txt,163.19,293,298,,List Reference,,1d61fe5e-7017-4540-9fe5-9e662943f8ff
166,62fcca54-27e6-4678-bdae-030dbc2b7c89,Tite_entries_entry-396.0_nero-avii.txt,this or Claud. A-VII,301,320,,Uncertain Book,,1d61fe5e-7017-4540-9fe5-9e662943f8ff
167,07952988-e51f-4911-81f6-54cd1276ed98,Tite_entries_entry-406.0_nero-axv.txt,Richard Bancroft,249,264,PERSON,,,a807ca32-1443-4bdf-9b3f-2c0e67504b09
168,a807ca32-1443-4bdf-9b3f-2c0e67504b09,Tite_entries_entry-406.0_nero-axv.txt,"Richard Bancroft, 1608, by hand  of Zachariah            Pasfeild (29.21: (1) this + fols 1-92, art. 1, of Nero A.XVI,            Tit. A.I or Dom. XV, or (2) Otho E.V)",249,415,,Loan,,a807ca32-1443-4bdf-9b3f-2c0e67504b09
169,fc82f014-e466-4620-aba9-210ab8900773,Tite_entries_entry-406.0_nero-axv.txt,1608,267,270,,Date,,a807ca32-1443-4bdf-9b3f-2c0e67504b09
170,663398f3-30bd-49c5-af8d-2630a1264ee7,Tite_entries_entry-406.0_nero-axv.txt,Zachariah            Pasfeild,285,313,PERSON,Agent,,a807ca32-1443-4bdf-9b3f-2c0e67504b09
171,0bb0440a-b98c-40dd-b303-ac4a972aa8fa,Tite_entries_entry-406.0_nero-axv.txt,29.21,316,320,,List Reference,,a807ca32-1443-4bdf-9b3f-2c0e67504b09
172,d2207346-8654-402b-858a-5fe22dfc47a4,Tite_entries_entry-406.0_nero-axv.txt,"(1) this + fols 1-92, art. 1, of Nero A.XVI,            Tit. A.I or Dom. XV, or (2) Otho E.V",323,414,,Uncertain Book,,a807ca32-1443-4bdf-9b3f-2c0e67504b09
173,944c659e-c9ee-4427-abe9-2f73e559a0e2,Tite_entries_entry-406.0_nero-axv.txt,"Peter Balle, 1651            (127: this, Tib. A-VI, Claud. C.XI, Nero A.XVI, Vesp.            A.XIX, Tit. A.I or Dom. XV).",418,539,,Loan,,944c659e-c9ee-4427-abe9-2f73e559a0e2
174,08a30a69-edd0-4e56-9106-190fa2a03b2b,Tite_entries_entry-406.0_nero-axv.txt,Peter Balle,418,428,PERSON,,,944c659e-c9ee-4427-abe9-2f73e559a0e2
175,07984ff0-8564-4347-8be4-b9003fd23c03,Tite_entries_entry-406.0_nero-axv.txt,1651,431,434,,Date,,944c659e-c9ee-4427-abe9-2f73e559a0e2
176,ed21b3a7-c615-427f-960b-576ef577379b,Tite_entries_entry-406.0_nero-axv.txt,127,448,450,,List Reference,,944c659e-c9ee-4427-abe9-2f73e559a0e2
177,600b6c32-b326-4358-965d-b9a05a78c407,Tite_entries_entry-406.0_nero-axv.txt,"this, Tib. A-VI, Claud. C.XI, Nero A.XVI, Vesp.            A.XIX, Tit. A.I or Dom. XV",453,537,,Uncertain Book,,944c659e-c9ee-4427-abe9-2f73e559a0e2
178,8c5e06bf-3ac7-4aba-b1f8-3eaa0ab3172d,Tite_entries_entry-394.0_nero-av.txt,Richard  Bancroft,179,195,PERSON,,,973a4ca9-8f9a-4c09-8e6f-5e37f7ee215e
179,973a4ca9-8f9a-4c09-8e6f-5e37f7ee215e,Tite_entries_entry-394.0_nero-av.txt,"Richard  Bancroft, 1608, by hand  of Zachariah                   Pasfeild (9.2: (2) this or Dom. XI, or (1) Jul. A-XI);",179,297,,Loan,,973a4ca9-8f9a-4c09-8e6f-5e37f7ee215e
180,4becfa9e-89c7-40e4-bd9c-de1f4db47fb6,Tite_entries_entry-394.0_nero-av.txt,1608,198,201,,Date,,973a4ca9-8f9a-4c09-8e6f-5e37f7ee215e
181,c23e3408-71ae-49c4-895d-adbd98bef04c,Tite_entries_entry-394.0_nero-av.txt,Zachariah                   Pasfeild,216,251,PERSON,Agent,,973a4ca9-8f9a-4c09-8e6f-5e37f7ee215e
182,8c4c3e3f-085e-43bd-85e8-fd2a87ac40db,Tite_entries_entry-394.0_nero-av.txt,9.2,254,256,,List Reference,,973a4ca9-8f9a-4c09-8e6f-5e37f7ee215e
183,634b976c-aadf-43f2-9394-48a50bec7ed4,Tite_entries_entry-394.0_nero-av.txt,"(2) this or Dom. XI, or (1) Jul. A-XI",259,295,,Uncertain Book,,973a4ca9-8f9a-4c09-8e6f-5e37f7ee215e
184,c3b4e4f8-eb2b-47d7-8511-8d5ab8ca9ddf,Tite_entries_entry-394.0_nero-av.txt,"Augustine Lindsell, 1621 (2.35: (1) this or (2) Tit. D.X1).",317,375,,Loan,,c3b4e4f8-eb2b-47d7-8511-8d5ab8ca9ddf
185,a27417e5-4813-4590-9039-3fbd99a70bf9,Tite_entries_entry-394.0_nero-av.txt,Augustine Lindsell,317,334,PERSON,,,c3b4e4f8-eb2b-47d7-8511-8d5ab8ca9ddf
186,7a606daa-3bd3-4134-b6d6-3acca9aaec13,Tite_entries_entry-394.0_nero-av.txt,1621,337,340,,Date,,c3b4e4f8-eb2b-47d7-8511-8d5ab8ca9ddf
187,f90ecd85-d0ac-490d-80d5-73df96aa81cc,Tite_entries_entry-394.0_nero-av.txt,2.35,343,346,,List Reference,,c3b4e4f8-eb2b-47d7-8511-8d5ab8ca9ddf
188,3ec31b56-5144-4920-8016-0f1524e1e03c,Tite_entries_entry-394.0_nero-av.txt,(1) this or (2) Tit. D.X1,349,373,,Uncertain Book,,c3b4e4f8-eb2b-47d7-8511-8d5ab8ca9ddf
189,9f5bfed8-2ad3-40ea-96e7-7b1aede3904b,Tite_entries_entry-389.0_nero-ai.txt,"Henry  Howard,  c.1612 (21.4; an undated tran-       script of a letter from Howard to Cotton, asking for the       loan of books of pre-Conquest  laws, is in Bodl., MS       Smith  71 (SC 15677), p. 15);",1206,1409,,Loan,,9f5bfed8-2ad3-40ea-96e7-7b1aede3904b
190,426478cc-eac5-4890-8d38-84dfd2b354f8,Tite_entries_entry-389.0_nero-ai.txt,"Henry  Howard,",1206,1219,PERSON,,,9f5bfed8-2ad3-40ea-96e7-7b1aede3904b
191,b6c8564b-c0b1-402a-a4f6-3a40acc37826,Tite_entries_entry-389.0_nero-ai.txt,c.1612,1222,1227,,Date,,9f5bfed8-2ad3-40ea-96e7-7b1aede3904b
192,300af737-5f69-4806-a640-251840328e19,Tite_entries_entry-389.0_nero-ai.txt,21.4,1230,1233,,List Reference,,9f5bfed8-2ad3-40ea-96e7-7b1aede3904b
193,03a0fcd4-9b0d-454f-a883-6910c7dad7db,Tite_entries_entry-389.0_nero-ai.txt,"? Francis Bacon, ? by 1613       (23.4: (2) this or (1) Jul. C.1D; Tate, 1612-16 (73.3);",1411,1498,,Loan,,03a0fcd4-9b0d-454f-a883-6910c7dad7db
194,45b7ca0c-6dad-4624-b9ed-7692906db476,Tite_entries_entry-389.0_nero-ai.txt,? Francis Bacon,1411,1425,PERSON,Uncertain Person,,03a0fcd4-9b0d-454f-a883-6910c7dad7db
195,e13fbf23-2007-4bce-9403-04156ec71ed1,Tite_entries_entry-389.0_nero-ai.txt,? by 1613,1428,1436,,Date|Uncertain Date,,03a0fcd4-9b0d-454f-a883-6910c7dad7db
196,90c4701f-e9e3-4e42-92f1-dc141ca57ce7,Tite_entries_entry-389.0_nero-ai.txt,23.4:,1445,1449,,List Reference,,03a0fcd4-9b0d-454f-a883-6910c7dad7db
197,84a647be-18fb-4037-8553-2486eb209427,Tite_entries_entry-389.0_nero-ai.txt,"(2) this or (1) Jul. C.1D; Tate, 1612-16 (73.3);",1451,1498,,Uncertain Book,,03a0fcd4-9b0d-454f-a883-6910c7dad7db
198,0f2a0f21-c973-4650-9edd-91ce97801000,Tite_entries_entry-389.0_nero-ai.txt,Tate,1506,1509,PERSON,,,e0542797-6754-466b-bf5b-fdedf4a61b4b
199,e0542797-6754-466b-bf5b-fdedf4a61b4b,Tite_entries_entry-389.0_nero-ai.txt,"Tate, before 1617 (111.8);",1506,1531,,Loan,,e0542797-6754-466b-bf5b-fdedf4a61b4b
200,873c589d-fbf2-415e-a264-3b4e933d919a,Tite_entries_entry-389.0_nero-ai.txt,before 1617,1512,1522,,Date,,e0542797-6754-466b-bf5b-fdedf4a61b4b
201,979d6637-d47b-4ec1-92a6-41aee10b8cdd,Tite_entries_entry-389.0_nero-ai.txt,111.8,1525,1529,,List Reference,,e0542797-6754-466b-bf5b-fdedf4a61b4b
202,8505c4b6-e058-48a6-abdd-4caf696b52e4,Tite_entries_entry-389.0_nero-ai.txt,James Ussher,1533,1544,PERSON,,,a0448001-d2fc-40a5-8070-898f5ecf66f9
203,a0448001-d2fc-40a5-8070-898f5ecf66f9,Tite_entries_entry-389.0_nero-ai.txt,"James Ussher, 1646 or 1647       (226.3).",1533,1573,,Loan,,a0448001-d2fc-40a5-8070-898f5ecf66f9
204,da890eef-815e-4686-ba1a-bf968d0b4fab,Tite_entries_entry-389.0_nero-ai.txt,1646 or 1647,1547,1558,,Date,,a0448001-d2fc-40a5-8070-898f5ecf66f9
205,fcdf0df4-c4b5-49aa-924a-255bd2b102e7,Tite_entries_entry-389.0_nero-ai.txt,226.3,1567,1571,,List Reference,,a0448001-d2fc-40a5-8070-898f5ecf66f9
206,c2106c67-1a71-4441-8dbe-dd9bd794e92e,Tite_entries_entry-408.0_nero-axvi.txt,Bancroft,326,333,PERSON,,,e6ec2cc8-1924-4a52-8090-1875f8d7305b
207,e6ec2cc8-1924-4a52-8090-1875f8d7305b,Tite_entries_entry-408.0_nero-axvi.txt,"Bancroft, 1608, by hand of Pasfeild (29.21: (1) fols      1-92, art. 1, of this + Nero A-XV, Tit. A.I or Dom. XV,      or (2) Otho E.V)",326,460,,Loan,,e6ec2cc8-1924-4a52-8090-1875f8d7305b
208,d227a3cc-8113-4628-a12a-cb53b2318d80,Tite_entries_entry-408.0_nero-axvi.txt,1608,336,339,,Date,,e6ec2cc8-1924-4a52-8090-1875f8d7305b
209,3fd0334f-96cc-43b9-a9b1-3cd71ab7fce8,Tite_entries_entry-408.0_nero-axvi.txt,Pasfeild,353,360,PERSON,Agent,,e6ec2cc8-1924-4a52-8090-1875f8d7305b
210,b7bf502a-e15c-4137-bbe3-9cefa9cb367b,Tite_entries_entry-408.0_nero-axvi.txt,29.21,363,367,,List Reference,,e6ec2cc8-1924-4a52-8090-1875f8d7305b
211,c9b8e5c5-d373-48b2-8c87-87f00127eba5,Tite_entries_entry-408.0_nero-axvi.txt,"1) fols      1-92, art. 1, of this + Nero A-XV, Tit. A.I or Dom. XV,      or (2) Otho E.V",371,459,,Partial|Uncertain Book,,e6ec2cc8-1924-4a52-8090-1875f8d7305b
212,ed7c0a77-4c35-46d0-aaf5-741832ec56bc,Tite_entries_entry-408.0_nero-axvi.txt,"Balle, 1651 (127: this, Tib. A.VI, Claud.      C.XI, Nero A-XV, Vesp. A-XIX, Tit. A.I or Dom. XV).",463,560,,Loan,,ed7c0a77-4c35-46d0-aaf5-741832ec56bc
213,edf7daf0-4714-4e8a-9018-bd77f31c8217,Tite_entries_entry-408.0_nero-axvi.txt,Balle,463,467,PERSON,,,ed7c0a77-4c35-46d0-aaf5-741832ec56bc
214,aded8472-5b24-43f5-adad-c14b63224b78,Tite_entries_entry-408.0_nero-axvi.txt,1651,470,473,,Date,,ed7c0a77-4c35-46d0-aaf5-741832ec56bc
215,70bd2285-453b-4c83-9440-28dae1ae97a7,Tite_entries_entry-408.0_nero-axvi.txt,127,476,478,,List Reference,,ed7c0a77-4c35-46d0-aaf5-741832ec56bc
216,4535a45c-f717-4a38-b9e1-a567b631fad0,Tite_entries_entry-408.0_nero-axvi.txt,"his, Tib. A.VI, Claud.      C.XI, Nero A-XV, Vesp. A-XIX, Tit. A.I or Dom. XV",482,558,,List Reference,,ed7c0a77-4c35-46d0-aaf5-741832ec56bc
217,942b0301-f9fd-427e-bebb-8ea2a35fbd8e,Tite_entries_entry-397.0_nero-aviii.txt,Richard Bancroft,184,199,PERSON,,,98bcefe9-1ae4-441e-a5ab-313d52c3aa80
218,98bcefe9-1ae4-441e-a5ab-313d52c3aa80,Tite_entries_entry-397.0_nero-aviii.txt,"Richard Bancroft, 1608, by hand of John Pory (29.11).",184,236,,Loan,,98bcefe9-1ae4-441e-a5ab-313d52c3aa80
219,eb06efef-52b5-4855-b048-9dd7e6b646db,Tite_entries_entry-397.0_nero-aviii.txt,1608,202,205,,Date,,98bcefe9-1ae4-441e-a5ab-313d52c3aa80
220,caecf34d-7421-4f2f-86ee-b23e7241044b,Tite_entries_entry-397.0_nero-aviii.txt,John Pory,219,227,PERSON,Agent,,98bcefe9-1ae4-441e-a5ab-313d52c3aa80
221,8d39c4d2-1632-48ab-8f58-883ef08fb589,Tite_entries_entry-397.0_nero-aviii.txt,29.11,230,234,,List Reference,,98bcefe9-1ae4-441e-a5ab-313d52c3aa80
222,da5a5dd2-e302-4188-b1e1-f9040e066502,Tite_entries_entry-1577.5_london-society-of-antiquaries-ms-116.txt,"Henry  Montagu,  1621 (2.25: ? this).",307,343,,Loan|Uncertain Book,,da5a5dd2-e302-4188-b1e1-f9040e066502
223,061c4fa5-8b81-444d-a97e-c3919d698b1d,Tite_entries_entry-1577.5_london-society-of-antiquaries-ms-116.txt,Henry  Montagu,307,320,PERSON,,,da5a5dd2-e302-4188-b1e1-f9040e066502
224,444ba416-2b52-4765-8735-797399bbefda,Tite_entries_entry-1577.5_london-society-of-antiquaries-ms-116.txt,1621,324,327,,Date,,da5a5dd2-e302-4188-b1e1-f9040e066502
225,e3b12566-19db-42d6-ac67-f8ef52f7546c,Tite_entries_entry-1577.5_london-society-of-antiquaries-ms-116.txt,2.25,330,333,,List Reference,,da5a5dd2-e302-4188-b1e1-f9040e066502
226,7c7cf7fa-22a4-476e-aebd-7750b2372ae2,Tite_entries_entry-1593.0_oxford-bodleian-library-ms-dodsworth-76-sc-5018.txt,Roger Dodsworth,135,149,PERSON,,,fc20dcbe-64a8-48e3-9467-e609c35fe71a
227,fc20dcbe-64a8-48e3-9467-e609c35fe71a,Tite_entries_entry-1593.0_oxford-bodleian-library-ms-dodsworth-76-sc-5018.txt,"Roger Dodsworth,  1622 (2.120: ? this).",135,173,,Loan|Uncertain Book,,fc20dcbe-64a8-48e3-9467-e609c35fe71a
228,c2b094f7-d617-4853-b5ce-6f7476c3dff3,Tite_entries_entry-1593.0_oxford-bodleian-library-ms-dodsworth-76-sc-5018.txt,1622,153,156,,Date,,fc20dcbe-64a8-48e3-9467-e609c35fe71a
229,1fd244ee-3977-4a16-8e30-2697650cbc60,Tite_entries_entry-1593.0_oxford-bodleian-library-ms-dodsworth-76-sc-5018.txt,2.120,159,163,,List Reference,,fc20dcbe-64a8-48e3-9467-e609c35fe71a
230,75f5ebd0-f50a-4a49-bb90-6edf9c1fc40a,Tite_entries_entry-1522.0_london-british-library-additional-ms-33216.txt,Henry  Montagu,179,192,PERSON,,,ed3f4e5e-3101-4051-b25f-cad7c6749b15
231,ed3f4e5e-3101-4051-b25f-cad7c6749b15,Tite_entries_entry-1522.0_london-british-library-additional-ms-33216.txt,"Henry  Montagu,  by 1631 (113.4: this or Tit. E.1;",179,228,,Loan,,ed3f4e5e-3101-4051-b25f-cad7c6749b15
232,a65c0342-26d4-4fe3-bb5c-021637d8eb6b,Tite_entries_entry-1522.0_london-british-library-additional-ms-33216.txt,by 1631,196,202,,Date,,ed3f4e5e-3101-4051-b25f-cad7c6749b15
233,75565554-690d-4fd2-b346-7f5b5cd08099,Tite_entries_entry-1522.0_london-british-library-additional-ms-33216.txt,113.4:,205,210,,List Reference,,ed3f4e5e-3101-4051-b25f-cad7c6749b15
234,6b141290-35a7-43ac-9583-6309aef8ecfe,Tite_entries_entry-1522.0_london-british-library-additional-ms-33216.txt,this or Tit. E.1;,212,228,,Uncertain Book,,ed3f4e5e-3101-4051-b25f-cad7c6749b15
235,62ea6f72-059d-405f-985e-4651f5d8c28f,Tite_entries_entry-1522.0_london-british-library-additional-ms-33216.txt,Thomas   Coventry,241,257,PERSON,,,5913d26f-89db-4b37-87b3-87117bc8c4e6
236,5913d26f-89db-4b37-87b3-87117bc8c4e6,Tite_entries_entry-1522.0_london-british-library-additional-ms-33216.txt,"Thomas   Coventry, by 1631 (113.20: this or Tit. E.1);",241,294,,Loan,,5913d26f-89db-4b37-87b3-87117bc8c4e6
237,e52db369-1269-480c-bc11-b5a9def630eb,Tite_entries_entry-1522.0_london-british-library-additional-ms-33216.txt,by 1631,260,266,,Date,,5913d26f-89db-4b37-87b3-87117bc8c4e6
238,de4a4ea7-b2bf-4dd9-b0ba-b0dbdae0dd42,Tite_entries_entry-1522.0_london-british-library-additional-ms-33216.txt,113.20,269,274,,List Reference,,5913d26f-89db-4b37-87b3-87117bc8c4e6
239,1c2c46a0-70f2-4da3-bda5-66261be80ee9,Tite_entries_entry-1522.0_london-british-library-additional-ms-33216.txt,this or Tit. E.1,277,292,,Uncertain Book,,5913d26f-89db-4b37-87b3-87117bc8c4e6
240,38ba54d1-8031-4934-9185-b7e8549c22d3,Tite_entries_entry-1522.0_london-british-library-additional-ms-33216.txt,"John  Selden,",307,319,PERSON,,,360bcd8e-d87c-4a5a-ba01-d6f95259c907
241,360bcd8e-d87c-4a5a-ba01-d6f95259c907,Tite_entries_entry-1522.0_london-british-library-additional-ms-33216.txt,"John  Selden, c.1640 (209.9: this or Tit. E.I).",307,353,,Loan,,360bcd8e-d87c-4a5a-ba01-d6f95259c907
242,52e9d36f-6032-482b-ba10-b4a3b6ef2a29,Tite_entries_entry-1522.0_london-british-library-additional-ms-33216.txt,c.1640,321,326,,Date,,360bcd8e-d87c-4a5a-ba01-d6f95259c907
243,a809f561-a7f0-4121-9395-fc12193326be,Tite_entries_entry-1522.0_london-british-library-additional-ms-33216.txt,209.9,329,333,,List Reference,,360bcd8e-d87c-4a5a-ba01-d6f95259c907
244,a05a5873-539a-432c-8010-892923b98631,Tite_entries_entry-1522.0_london-british-library-additional-ms-33216.txt,this or Tit. E.I,336,351,,Uncertain Book,,360bcd8e-d87c-4a5a-ba01-d6f95259c907
245,c6f8ca8a-694e-4bed-8e7a-29e16cc61043,Tite_entries_entry-1536.0_london-british-library-harley-ms-988.txt,Paul Thomson,121,132,PERSON,,,8f2b7535-38f6-42b2-9b7b-c5e29ced4090
246,8f2b7535-38f6-42b2-9b7b-c5e29ced4090,Tite_entries_entry-1536.0_london-british-library-harley-ms-988.txt,"Paul Thomson, by 1617 (24.5: ? this).",121,157,,Loan|Uncertain Book,,8f2b7535-38f6-42b2-9b7b-c5e29ced4090
247,8013ffb7-3c06-4ae2-8e39-c14f93996bbd,Tite_entries_entry-1536.0_london-british-library-harley-ms-988.txt,by 1617,135,141,,Date,,8f2b7535-38f6-42b2-9b7b-c5e29ced4090
248,e195ee6d-ffd4-4925-a90e-fe714af24369,Tite_entries_entry-1536.0_london-british-library-harley-ms-988.txt,24.5,144,147,,List Reference,,8f2b7535-38f6-42b2-9b7b-c5e29ced4090
249,94c8224c-851f-4c07-85ae-cf9fdca457da,Tite_entries_entry-1568.0_london-british-library-royal-ms-16-cxxv.txt,Henry Savile,557,568,PERSON,,,f6f7a2d9-4512-454f-9be4-3480ef692bf3
250,f6f7a2d9-4512-454f-9be4-3480ef692bf3,Tite_entries_entry-1568.0_london-british-library-royal-ms-16-cxxv.txt,"Henry Savile, 1611 (Jul. C.III, fol. 333: ? this).",557,606,,Loan|Uncertain Book,,f6f7a2d9-4512-454f-9be4-3480ef692bf3
251,58167427-829c-4d5c-830d-f3729573f883,Tite_entries_entry-1568.0_london-british-library-royal-ms-16-cxxv.txt,1611,571,574,,Date,,f6f7a2d9-4512-454f-9be4-3480ef692bf3
252,43597b0c-4fcf-447e-aee9-b6f5a6505d69,Tite_entries_entry-1568.0_london-british-library-royal-ms-16-cxxv.txt,"Jul. C.III, fol. 333",577,596,,List Reference,,f6f7a2d9-4512-454f-9be4-3480ef692bf3
253,25f91e44-34c2-49f1-918f-b6d04e8e7ed0,Tite_entries_entry-1601.0_oxford-queens-college-ms-54.txt,John Lambe,140,149,PERSON,,,cdf02b89-50c2-4337-8454-24f4e6738eff
