CatalogNum	UUID	QUOTE_TRANSCRIPTION	Person	AuctionYear	Lot	PersonUUID
1093	904f517e-2f2f-4d91-a3c8-29db04dbadac	Shakespeare Library Sale (I, 1918, Lot                 726).	Shakespeare Library	1918	726	4e92d25f-3769-40eb-b035-2583b8fe69c8
1094	c5bb2ebc-895e-48f7-9f17-9699e7c02fc4	Arbury (1920, Lot 33)	Arbury	1920	33	35530d8c-cebe-40d8-9e1a-fa8ffa2b9c3f
1094	a15949fa-c2af-4c88-a00e-93f5d3c9d8a8	Smith (IT, 1920, Lot 32A)	Smith	1920	32A	f3a25686-4ad4-4078-a112-c75a210d8ce7
1095	1d359048-29b0-479a-9832-3a83a4003389	Mostyn (1919, Lot 359)	Mostyn	1919	359	dea62075-6ff5-40a2-80d9-be13521e1ef3
1095	07950591-74e7-4572-9a05-df88ff4eb9b9	Clawson (II, 1926, Lot 919)	Clawson	1926	919	8b0f51ca-e5f2-40cc-a918-04c8c87b7ae9
1096	b945d43e-1f2c-44d9-bf35-bcd0084a653a	Kemble (1792)	Kemble	1792		c2615ae2-7388-4866-99da-0fc40d2e3d8f
1096	6969674b-1c82-4a52-9117-0036c5fa7686	Devonshire	Devonshire			
1096	b98232a4-9cfd-4fc4-a879-8ccec12ffede	Huntington	Huntington			
1098	4f265c50-cbf6-4333-b5ff-3d45d3008238	Lefferts                (1902, Lot 1447)	Lefferts	1902	1447	744a7998-1419-422f-821b-00e64841cd97
1098	9ed4a559-7c91-43de-8ef5-5077c6e78c4c	Hagen  (1918, Lot 1423)	Hagen	1918	1423	04fcf3aa-c040-4ec9-84db-faa3f80464a8
1099	1703a806-2ecc-4633-9901-1ad20d3b5c1d	Lefferts                (1902, Lot 1449)	Lefferts	1902	1449	cc5d271f-579e-4262-ac82-71b2bf6e2feb
1099	8a839399-c7ce-45e8-bb26-daf385e77ea8	Hagen (1918, Lot 1422)	Hagen	1918	1422	8c3b0c75-ba1f-4942-bb4b-c52dd80275d7
11	a565cc14-db93-47ef-8c18-8245c6e4698e	The Hoe (II, 1912, Lot 143)	Hoe	1912		1fd36ca2-ba19-4d78-b16d-2872eff67a1a
11	90d0c3a3-5213-483d-91bf-6d72f1b6f6b3	Hunting-  ton (private)	Huntington			b831ad9a-7008-4f56-92f3-da1e1d21968b
11	1f074d5c-df9f-4ad7-a937-55e18d870fb2	Clawson (I, 1926, Lot 13)	Clawson	1926		7efb43ab-1fdf-45c4-b993-dbb510cbcccd
110	dbf72829-0a17-4d05-aa00-a30fdb1c6aa8	The Shakespeare Library (I, 1918, Lot  135)	Shakespeare Library	1918	135	81eea62f-9cde-4663-9314-2b87e79124fb
1100	c6a5ecea-7e36-4ce6-a68f-9ea9fecb6d58	e Lefferts (1902, Lot 1450)	Lefferts	1902	1450	1d3eabe2-cfc7-4230-a468-a4b54586fef7
1100	0652baf5-1968-4e7c-83fa-339f8625e45c	Hagen                              (1918, Lot 1421)	Hagen	1918	1421	5d1106a2-b264-4b46-a6fe-70588234fe9e
1101	764b3a9c-56a1-4fd1-8df3-2607e64310d7	Foun-                 taine (1902, Lot 938)	Fountaine	1902	938	46bde187-2db4-4e7a-a73d-9a14541bd50f
1101	03df51bd-d489-4bff-aaa2-0c9274368f08	Jones  (III, 1919, Lot 1677)	Jones	1919	1677	5c1a3782-7c94-416d-b9de-15f6a708a824
1102	7b984351-73c2-479d-a4bf-ecb5f71fe948	Lefferts (1902,                                Lot 1451)	Lefferts	1902	1451	c180db95-08c5-4247-b33d-c11e6ffac50c
1102	320b774c-2b91-45ab-a74e-75fde18defa0	Hagen (1918, Lot 1424)	Hagen	1918	1424	4d1b1a9f-55e7-427b-9d16-6ddd7627229b
1103	77c85210-a66a-48be-b4a8-46362eded22c	Lefferts (1902, Lot 1448)	Lefferts	1902	1448	fc57f95a-2603-49a5-adbc-b29e81d330f0
1103	3b021e4c-82a3-4561-860c-10a0a13adf92	Hagen                 (1918, Lot 1425)	Hagen	1918	1425	66416945-01c4-4c2d-b0e1-e6aaa5c70fcb
1104	5038fa43-6332-4ea1-b994-a517c822502c	Bridgewater	Bridgewater			
1104	163a375c-e9b7-48e6-9587-c63d3d4852a3	Huntington  (IX, 1918, Lot 630)	Huntington	1918	630	b6f5ca41-6ef3-49fd-a280-9e090c940310
1105	7eec5fa3-c220-448d-9b62-5aa3552f19a5	Bridgewater	Bridgewater			
1105	8093d054-a918-45e4-816b-6b055d894286	Huntington (IX, 1918, Lot 631-5)	Huntington	1918	631-5	6d0baa49-2d31-4641-9d85-fae3ab10504b
111	31d8ded2-ad2c-4950-a8cd-1d6161ba4883	The Mark P. Robinson (II, 1918, Lot 106)	Mark P. Robinson	1918	106	3b1ad300-172e-4d87-b6fc-532b7745499d
112	c910648a-80a8-49e6-a55a-1759c5a936a3	The Mark P. Robinson (I, 1918, Lot 107)	Mark P. Robinson	1918	107	ca918161-353c-4dc9-b96f-0be287bb6c5a
113	d6db75b3-4eed-4b4f-9686-bb4879ee0dbd	The Jones (1918, Lot 245)	Jones	1918	245	672897de-7cc8-46f8-be01-297d53074879
114	971457e4-13f0-4c4f-b679-33a6e9dd610b	The R.S.Turner  (1888, Lot 734)	R.S.Turner	1888	734	3294c7dc-7173-4bf7-9d7b-086addff825d
114	a0b0afd6-9cb1-42de-8e0e-c9806f282224	William Cowan (11 May 1908, Lot 446)	William Cowan	1908	446	c36bade5-2106-4101-9829-7fdc6d3461fb
114	073f8dd3-ee8b-4663-a2ae-48e38e0bde5a	P.M.Pittar (II, 1918, Lot 174	P.M.Pittar	1918	174	950b25f0-ddde-4d2d-b36c-6a7795a3668d
114	b4e0627b-a5cf-46fe-bac2-dec80dfa8099	Sotheby’s 17 Dec. 1919, Lot 44)	Sotheby’s	1919	44	38764ab0-68f7-462e-88a9-1e49ead913d2
115	77cf8362-4fe7-4ff4-a18f-c4a1d3601be5	The Halsey	Halsey			
115	77ec05a9-1b08-4be6-8322-d4b5920cbe43	Hunting-  ton (IX, 1918, Lot 76)	Huntington	1918	76	35bb9052-e9dc-45a6-bbfd-05b75579bd8b
116	048da8f4-de94-4d2c-92b4-d818baf86b11	The  Jones (I, 1919, Lot 251)	Jones	1919	251	9a06ce0e-48b8-42bf-8d8f-3a732508e52c
117	f073d637-b74e-4ad9-901b-e5b552e12248	The Jones (I, 1919,  Lot 249)	Jones	1919	249	1ef97824-b1f8-4c08-9d5f-ab45b8c40b0c
118	704ac7fb-4ebd-4224-ae4d-139477bbfde9	The Jones (I,  1919, Lot 250)	Jones	1919	250	a523f379-8a30-4add-8b4d-c39774fa2fc5
119	cc4f876f-3a4c-4fac-a558-ec5297ecd2e5	The Hagen (I, 1918, Lot 146)	Hagen	1918	146	5543f897-73be-413d-93e7-e232a7dd37de
12	d0b75f89-6614-4999-9ce8-d8cadf69a8f0	Sotheby’s 3 December 1900	Sotheby’s	1900		dcb40aa4-73d5-494d-ad63-548a6d440ec0
12	8b2fe472-68a9-4457-aa8a-9fa39166e7d2	The Hagen (1918, Lot 984)	Hagen	1918		a5c8dc30-9261-47d3-b6d8-fa9393c5e2e5
121	0b2fdac1-82d7-47b4-9e36-7e67aa3e56ea	The Roxburghe (1812, Lot 4542)	Roxburghe	1812	4542	12bd6bec-a081-4926-ac21-5a7dac5c6942
121	b4664c8c-f14b-40be-bbf4-d8d223fa7e6b	Kemble (1814)	Kemble	1814		b2aa69a0-f821-495a-a6b8-713f71de7829
121	15d8df1b-dfb9-461b-a373-3e60e3596de3	Devonshire	Devonshire			
121	b2fd7a27-06e9-4125-89ab-408047a28aaa	Huntington  (private)	Huntington			
124	84a36d35-2497-408d-96b0-e2ed719fd570	The Britwell (15 March 1926, Lot 106)	Britwell	1926	106	a3e6cc97-33f5-4900-954d-28cd11ce9dc6
125	9415432b-216c-4d68-b413-b997499a2e30	Shakespeare Library (II,  1918, Lot 77)	Shakespeare Library	1918	77	4015092f-165d-4e78-a0d2-ef33e91d1742
127	9e9e37aa-ed25-4f29-8ccb-dca6b68d8826	The Birket Foster-(1894, Lot 49)	Birket Foster	1894	49	91d2fbcc-870d-4698-879e-1e15b431dc12
127	49ff54d2-2b04-450a-a284-d87569eb265f	Wheeler  (Walpole 1919, Lot 181)	Wheeler	1919	181	36f93401-a992-4948-b016-b0703ad5b470
128	50071e89-225f-43dc-a827-d2c6bf187159	The Britwell (March 1926, Lot 108)	Britwell	1926	108	bfcdf17b-e6b1-471b-83fa-0e1d45820f47
130	616d5e24-f312-43e3-96e8-c6e5b9eb783b	The Bindley (I, 1818, Lot 1379)	Bindley	1818	1379	58007654-246b-46a8-b6f4-a197e129a239
130	b2140a7e-68c7-4b68-8479-de21ce44d455	Heber (IV,  1834, Lot 271)	Heber	1834	271	22b3d821-3961-4bb3-9f58-4a59b762bae6
130	f3fd9fb1-1b96-4baa-8827-53c117a5d384	Britwell (1923, Lot 121)	Britwell	1923	121	ec0305e7-4078-443e-8555-8fbfd07c696b
130	e196fb3a-1823-4d74-a836-9706cf226e8e	R.E.Gathorne Hardy	R.E. Gadthorne Hardy			
131	444a6dad-98d4-4366-9da2-bc3d2de788fe	The Arbury (1920, Lot 52)	Arbury	1920	52	90097f1b-12c0-4a8c-bf98-5f838e824bd1
131	73f28bc7-d57e-4a6a-b655-5ddde4df1621	G.D.Smith  (II, 1920, Lot 46)	G.D.Smith	1920	46	666fe493-1e9c-4576-915a-cad60b5a7e5e
131	de3d14e6-eb60-4818-8747-12dd00bbd221	Clawson (I, 1926, Lot 110)	Clawson	1926	110	6d31fa25-e467-458a-89f9-c12f43fee2ae
132	f393964f-2082-4092-ac91-60b84bf703d8	The Kemble  (1797)	Kemble	1797		bd9efc08-1c8f-414a-abfd-4e9b62d81951
132	502fc27d-e857-4d51-8c70-139ac7d7853c	Devonshire	Devonshire			
132	b0b93232-afe4-4ee3-9e2c-8a2f235f6ffb	Huntington (private)	Huntington			
134	949dae21-82b5-4c0d-926b-2cbeb0e365fc	The Huth (III, 1913, Lot 2802)	Huth	1913	2802	37c04382-1266-4b04-8942-a280c0e17b7c
134	44388b82-e07d-49cc-b0e8-0dd048a8a7f3	Hunting-  ton (VIII, 1918, Lot 291)	Huntington	1918	291	dee85c60-32f8-490b-ae57-8a7dc373db05
134	c61052ba-ea9e-4322-af40-f55e2c41f67c	The Mostyn (1919,  Lot 40)	Mostyn	1919	40	d1776a0e-e550-4ba7-8eea-63b320f39f2c
135	df869ea7-eb1d-482b-add0-04f6f56371cf	The Halsey	Halsey			
135	d597bea3-30dc-4421-ad1b-321b829c0f78	Huntington (VII, 1918,  Lot 74)	Huntington	1918	74	ac3e99dc-0eca-4686-974f-c44239d5e203
136	e9d88cab-8668-4f0e-abef-885438df8d27	The Shakespeare Library (I, 1918,  Lot 169)	Shakespeare Library	1918	169	081d1275-80ee-499e-93e9-8b7566e3fa36
137	954cf2fd-bbcc-4ea1-a736-8cf4fb55e0a9	The Henry Chandos Pole Gell (1904, Lot  74)	he Henry Chandos Pole Gell	1904	74	aee0343e-9efb-4fbe-8bff-b7f6fb9a9fd6
137	3032b091-5f74-499e-96f6-285619c1a882	Jones (I, 1918, Lot 288)	Jones	1918	288	68a01e45-a088-402e-8ac4-0b921fa30219
138	88af7219-59cd-460d-b42a-a3b8dabe2e60	The Bridgewater	Bridgewater			
138	66403c4c-023d-484b-9c85-2dffa1c7f12b	Huntington (IX, 1918, Lot 422)	Huntington	1918	422	dc8c4649-2eb6-4533-a73e-1c2aaddd8afa
139	373c00d2-9c66-4fd1-a051-7bf8934bbd76	The Hoe (III, 1912, Lot 2387)	Hoe	1912	2387	b72ed960-97d1-436d-a2db-87760ecc62f6
139	15e4839f-998a-437b-8757-85a38175af1d	Huntington  (IX, 1918, Lot 423)	Huntington	1918	423	0bb6c8d2-9d1b-485d-ac1f-d4cba88dcf0c
14	e666becf-7969-4c06-9c77-53bd16b88c13	The Osterley Park  (1885, Lot 99)	Osterley Park	1885	99	a56b05dc-4700-460e-8a5d-6ba12f563200
14	41fbc7ae-0ebe-4c89-bbbf-edd13d166beb	Hoe (private)	Hoe			4484e007-ea4f-4b3c-8e5d-4c2d5115b4c2
14	88dcde7f-bf83-4a77-a27c-2def2ba83871	Jones (1918, Lot 49)	Jones	1918	49	69b8e1c9-5975-433c-b5a4-a2e273e28f0d
140	3630f122-8314-45e2-bbaa-48c7dd1e2bc4	The Mark P.Robinson (II,  1918, Lot 158)	Mark P. Robinson	1918	158	09fd06b3-ffad-4bbf-9145-ef285518560c
141	9b14345b-6e95-40c7-8d9f-beb048e92a1d	The Pembroke (1914, Lot 50)	Pembroke	1914	50	28c523fc-aade-4fd0-892c-32dd75c1ccd3
141	3385643c-c551-4455-a238-835b2ca86d79	Huntington (private)	Huntington			
142	df687035-f280-499e-942c-3d531a3ae33b	The Bridgewater	Bridgewater			
142	0b387166-5606-43b8-9ed5-658aae13abac	Heber  (II, 1834, Lot 1192)	Heber	1834	1192	983d9443-c164-4ef5-be9a-8ccdfa610265
142	05c39c93-795c-408b-bcb1-50447f5842e7	Perkins (1889, Lot 408)	Perkins	1889	408	5eb29f53-a51c-4ee4-acf1-9664257cafb0
142	eaca7561-fa9b-40e5-b9de-0b57a08d4a91	Sotheby’s (12 April 1893, Lot 55)	Sotheby’s	1893	55	bdedfe0e-d172-473f-a10c-71e240a83806
142	ef4c1a60-295c-4aa3-ab6e-d73416c36328	W.A. White  (private)	W.A. White			14008454-dd78-47b5-b70a-a9aeec9c7b7a
143	8f5fc390-c74f-45ee-b344-2ae4ee73f044	The British Museum duplicate (1788)	British Museum	1788		d511bd3b-3879-45e9-a762-22e6e0e10d0d
143	7e923b64-1bbc-41da-a703-0208227b4c91	Baron  Bolland (1840)	Baron Bolland	1840		b0abf5fe-4261-4eec-a1d6-35242c803cb7
143	0f01c83e-5ddd-4e16-9be8-d4c119c67cee	Sewall (1896, Lot 692)	Sewall	1896	692	8b78d9d3-f465-4a53-b39a-91aad4913cec
143	205725b7-c299-42f9-9609-70fcd15b8a78	White (private)	White			12ee244a-81ef-4053-9b40-65d1576ef624
144	ae195a9e-46b2-44aa-a39c-af48d35e5d68	The Kershaw (1877, Lot  249)	Kershaw	1877	249	ee6d0e71-b5df-42be-8901-5436d8cf9dcb
144	620a2d9b-47eb-4090-9f21-fefc62a18d63	Huth (VII, 1918, Lot 6835)	Huth	1918	6835	c8876b12-0995-42d0-afd5-d8acb70c31c9
145	0a6cf79c-86dc-47b0-b811-e4888262a13e	Huth (II, 1912, Lot  1471)	Huth	1912	1471	f4c41795-700c-4531-89f8-5843c81acbc4
146	aa6804bd-58a4-481a-97a3-83a3f0a39c31	The Wolfreston (1856, Lot 240)	Wolfreston	1856	240	5c531c27-0768-4493-a7a9-736f46851962
146	70a8af0a-03c7-47cf-ab03-68b21625f8e5	Forman (1, 1920, Lot 161)	Forman	1920	161	3ddd9dc8-13c4-446d-9ee4-cb9cd62c8aa9
147	5cfb2b16-0a58-43c6-8d1a-c4bfd88cba93	The Huth (II, 1912, Lot 1475)	Huth	1912	1475	03c1fa81-4a62-410d-8b7b-e15eaab53b9b
147	b130583d-7844-473f-9864-ca8cd77f7ac2	W.A. White  (private)	W.A. White			b7bc70cb-ab8d-4fa3-a8b5-643d04462ac5
148	e87f4603-d1e7-46b7-96af-040a5ba2d5ba	The Devonshire	Devonshire			
148	d65dfdc0-206d-41bc-bb7c-760bb50d3c5d	Huntington (private)	Huntington			f3e781b0-add1-4854-9534-93e92bddaded
149	a987a94c-6e71-41ce-888b-72f671f7e874	The Jones (I, 1918, Lot 308)	Jones	1918	308	57d4cd36-a87c-4396-b3b3-819e4b6112bf
15	25b75b55-1a1b-43a4-be4a-1adbc7d14945	The Herbert	Herber			
15	99b87394-3cfc-4e21-bb9d-178a892fa48a	Cornelius Paine (1891, Lot 268)	Cornelius Paine	1891	268	88abe843-a59f-47b4-85c6-ffea28f95120
15	18ab151d-99a9-4ed1-a386-ae7f2ffd1589	Lefferts (1902, Lot 18)	Lefferts	1902	18	c4972e59-a337-4fa9-bf7a-4138528500d6
15	0e725f4c-64f1-4a36-945d-5be65c2b9c2f	Hagen (1918, Lot 17)	Hagen	1918	17	d8b78224-6f9f-437b-9790-0656a4553319
150	082411e6-b7db-4fc3-87e8-95102a1439a7	The Britwell (1922, Lot 133)	Britwell	1922	133	de06b8b2-63b5-49af-9400-3cae07d2e63a
150	9c38eec2-9424-495e-b5b3-dc745ec876c9	The Chew	Chew			
150	965a55f4-1506-4187-8000-f74c6c2c819e	Huntington	Huntington			
150	8481feb1-31a2-4fbc-99d0-8f7077f9cd78	English Literature from London (1919, Lot 169)	English Literature from London	1919	169	18793a4c-986e-4833-8b64-23edc670246e
151	ee6c968a-fd06-4fd9-b1b4-b9960a0b5d3e	The Freeling (1836, Lot 866)	Freeling	1836	866	4081df0b-88c1-4a40-9a17-5c6441fa7755
151	8b9e3ec8-0192-4406-93a6-6fcf8eba12cd	Corser  (II, 1869, Lot 77)	Corser	1869	77	507fca7d-ad68-404d-951d-b623d83ec26b
151	ab373ca6-ad53-486f-ad49-7781ac6dcc08	Huth (II, 1912, Lot 1476)	Huth	1912	1476	04ccfabf-e148-436c-b73f-3e753dd5b4bc
151	32430e14-8281-415d-ab24-0c55a4b1ebc1	White (private)	White			
152	6f1a56c0-0bac-44e0-94f1-6950e2a9b7d1	The Fountaine (1902, Lot  189)	Fountaine	1902	189	c9cfd93b-9ade-4c00-8185-998da9d1619f
152	802b5563-43cc-4b45-9c8a-c32f8ff940e9	Huth (II, 1912, Lot 1472)	Huth	1912	1472	3b40a10d-b483-42c2-ad8b-9031982ae865
153	4f29394c-c5e9-4fbe-962f-3891181c0f1f	The Heber (IV, 1834, Lot 342)	Herber	1834	342	70d6194e-88ef-4804-8253-9bf32d09e681
153	69d731bd-cb4e-464e-a07f-26b8c223bb90	Britwell  (1854, Lot 161)	Britwell	1854	161	a03db07d-b52d-4a52-83ab-78299eaa1ed4
153	88e2e272-8948-4576-81c5-9495be64cabe	Gaisford (1890, Lot 1042)	Gaisford	1890	1042	afb3d2db-0140-4cfe-8ae1-ae61a62f4d06
153	5265b6b1-aa38-40e7-a8d5-2b4404bf08ea	J.T.Adams (1931, Lot 42)	J.T. Adams	1931	42	f2e92c49-b792-4087-88aa-0e3fd5e22496
154	4625fbaf-df39-4a77-9d58-5ef4362b9aa7	The Mostyn (March 1919, Lot 49)	Mostyn	1919	49	ad046662-3cf0-402f-b592-040fcf48b914
156	bd3434c2-db27-4c38-af5f-5dc243c2b55d	The Brinley Nicholson (sold 27  July 1893)	Brinley Nicholson	1893		2a3a92f8-35a1-4fa8-81d2-3c80af026953
156	56b718de-a7d7-49be-a447-5d73162bf800	W.A. White (private)	W.A. White			adb4fddf-950c-4490-b7d0-e151e90ae19a
157	43b3bf08-7d68-4f4f-8c80-ffdee8224f66	The  Rev. John Mitford (1860, II, Lot 2640)	Rev. John Mitford	1860	2640	44e37df8-a45e-4ac1-a2ce-95f3f1c8fce7
157	7e44086a-bebd-4514-acf7-2396b882ba04	Mark P. Robinson (II, 1918, Lot 164)	Mark P. Robinson	1918	164	8024ea0c-fa69-4b97-859d-7cfebfe73cc5
159	70bf0846-0fd7-46ac-b9d5-7a8f62613322	The Bridgewater	Bridgewater			
159	ab4a86e7-624c-4db4-b2f6-911b5631aa67	Huntington (VII, 1918, Lot 88)	Huntington	1918	88	a814d888-95a7-42b8-9e17-b63a81cb4e0d
159	98fce429-ed61-4592-9c2f-250ddaf04bdf	Clawson  (I, 1926, Lot 128)	Clawson	1926	128	763d7dd7-99b4-492a-bcb1-f3e6316636b6
160	cce09a08-9fe4-4659-8a3f-883aa4b55b8d	The Narcissus Luttrell (untraced in Wynne  Sale)	Narcissus Luttrell			1f6f2a47-df90-4d2b-b2ef-da362649ea8b
160	685c76c3-3e0d-4c85-b7e1-b3967966ef12	Farmer (1798, Lot 6443)	Farmer	1798	6443	9565a2f9-fb00-47fa-8fae-0af94ac69650
160	775b55fd-66d2-430f-9d37-f7f02c5fdecd	Heber (IV, 1834, Lot 332)	Heber	1834	332	810926e2-9b92-449e-b511-6a57db3749a2
160	0cb6435a-0dcb-4d37-8a3d-8cb6b4e39ff3	Britwell (1922, Lot 130)	Britwell	1922	130	ded129e5-216a-43da-892b-b22bde835b23
160	d5717911-fb08-422d-b7d9-f1d8180c016a	Clawson (I, 1926, Lot 115)	Clawson	1926	115	b4347855-c8fb-4d4c-adb4-6f4074fed79a
161	34cd5264-9b3a-4af5-93cd-40d4c131c9f1	The Halliwell Phillipps (1889, Lot 248)	Halliwell Phillipps	1889	248	d0df8704-a890-4e45-85e8-4cdf499df3d6
161	06f39f96-ebbc-47c1-9d0c-00d5879a4087	Britwell (1921, Lot 26)	Britwell	1921	26	97874dd5-16bb-499e-8939-8d1b2cb546d3
161	d124f521-e2be-48ff-9167-5d1d7eae404e	W.A. White (private)	W.A. White			14f0c178-75ec-48a0-af95-f534dd77d39e
162	a7bc4c60-66bb-42d3-abe2-4f0e91039896	The Britwell (1923, Lot 681)	Britwell	1923	681	7c6d32db-b5cd-40fc-b681-27800f1f93c1
163	b56b7f98-9ca1-4e12-9361-f6ffc818faf0	The Mostyn (1919, Lot 50)	Mostyn	1919	50	e5d9340b-6b22-418a-ab62-773893e80a9c
164	783d7e8d-642a-4253-b854-8162c1637872	W.A. White copy  (private)	W.A. White			de3b72f6-2816-47dd-9892-8b55065f9754
164	1ed9853a-6de7-41f6-b556-fdfce5f9cf29	Sotheby’s 9 January 1899, Lot 226.	Sotheby’s	1899	226	3967b2ac-b81f-450d-8708-e3be0e46c9b7
166	dd6f00e2-7fa5-46d2-87d7-0d1433491c87	The Narcissus Luttrell (untraced in Wynne sale)	Narcissus Luttrell			77af98ca-a548-46d7-8567-060ac41f5936
166	43a4c01c-d518-4860-8621-de68be64bd85	George Steevens} (1800	George Steevens	1800	793	f54e0910-6af1-446e-bd90-022e6ca6363f
166	7a88b816-e628-46f4-adf4-864560a185b2	Heber (IV, 1834, Lot 334)	Heber	1834	334	823c10cb-747b-49a2-800d-95c600378399
166	7de69f9f-ab69-43eb-a1e6-1cdee83b9e62	Britwellt (1921, Lot 95)	Britwell	1921	95	b4903da8-e499-4a57-9780-47ad873e1315
166	6c5717c6-491f-4472-a48c-56cd468e87bd	Clawson (I, 1926, Lot 405)	Clawson	1926	405	108d1113-5e59-4a88-a4f6-0f1ee12dd299
167	607fb2f8-b810-4471-a80f-ebd31fe9aea9	The  Bright (1845, Lot 2980)	B.H. Bright	1845	2980	73b84848-a006-4f42-820a-2e7450d18931
167	0d567abf-65e6-46ce-8404-d136ff712b55	T.D.C.Graham	T.D.C. Graham			
167	898749ee-7467-45e1-8d11-62cf2af853bb	Locker	Locker			
167	35e6be09-c8fa-4aae-bc8c-2bd1a2c3c59f	Van Antwerp (1907, Lot 27)	Van Antwerp	1907	27	f27147d0-56a7-4e3b-893c-e2856ead63e5
167	0215eb35-704e-478a-b1d6-c1e2d9a42c29	Jones (1923,  Lot 40)	Jones	1923	40	a57c02e9-4569-4b1f-ae2c-2372cff57246
167	2a56d02f-7176-420d-87b6-856a98b1d870	Clawson (I, 1926, Lot 404)	Clawson	1926	404	c118fc28-fe5e-43dc-b742-c7edde906628
168	94d2e6a1-6c42-46ad-9605-0b979169af2a	The Lefferts (1902, Lot 210)	Lefferts	1902	210	34583bce-0176-4866-9b03-7639378845cc
168	be782d10-44a8-408b-972f-a6489d5f468f	Hagen (1918, Lot 199)	Hagen	1918	199	5a7059a8-3440-41da-9d57-cfc7842c7648
169	f244c126-efd7-4526-8d1f-1709aa73ea52	he  Lefferts (Richmond List, 1901, p.s0)	Lefferts	1901		eabc242c-cf77-4c6d-9a11-452ff0d86bca
169	0b8293ba-0839-4f87-b8da-0fc402dd1f74	Hagen (1918, Lot 200)	Hagen	1918	200	412ab9ff-9acd-4c50-ba52-a83bbb8f818e
17	20d26fda-613c-49f9-809a-00cf8dcc41cf	The Lefferts (1902, Lot 21)	Lefferts	1902	21	16443b65-05d6-4687-ae23-f1862a7e85a8
17	a2c6facd-de3d-4a37-b9e3-4568967bbc36	Hagen (1918, Lot 16)	Hagen	1918	16	cd56ccf8-8b6c-43ea-b48b-3331fadb28ae
17	69b63698-88e3-4526-bddd-d7107fe5b94c	Ashburnham copy (I, 1897, Lot 164)	Ashburnham	1897	164	a0e60a4d-fc6c-4219-9a3e-81788f7242d7
171	c614410a-e334-4bd7-8475-83c96ea0491b	The Humphry  Primatt	Humphry Primatt			
171	0d852ae6-ceab-45a0-a370-417c1b409b68	Halsey	Halsey			
171	8ae17bf3-2c0f-4792-bf12-87b32192be81	Huntington (VII, 1918, Lot 96)	Huntington	1918	96	02bcf5af-0e7f-4f0a-ae34-93684dc5f980
171	ac68c712-1966-4fcc-9124-dc866f8f68ed	Jones (I, 1918, Lot 311)	Jones	1918	311	c6f73ca7-13c6-4163-a0b6-df5db119e413
171	f527e52f-46b3-4f12-a19c-3c12774c3fe7	Chew (I, 1924,  Lot 71)	Chew	1924	71	01f5ab41-c472-447f-87e9-fbb647509eb1
172	bbd84f1c-253c-46a4-a2f5-9486ba610b8c	Hodgson’s, 27 October 1922, Lot 676.  	Hodgson’s	1922	676	3c7e068b-b5ea-48ec-959d-da243385d3dd
173	9f2bcb86-a83c-4457-b869-f3be861611a4	The Ashburnham (I, 1897,  Lot 1052)	Ashburnham	1897	1052	f7383924-0bad-468b-9758-3a4406f8fcb7
173	ced9a5c4-536b-4f6f-bd06-c3e7a6266cd6	Ross Winans (private)	Ross Winans			600d7aad-df0a-44e8-bc64-7888a89001f8
175	f8f0897b-2fd4-4879-a328-8895a741adb4	The Britwell (15 March 1926, Lot 128)	Britwell	1926	128	2b3d3162-b4b2-4ec2-96ff-97aa8205b1b1
176	d87dcafb-62e6-47e5-bc96-cebb7bacd4c7	The Lefferts  (1902, Lot 217)	Lefferts	1902	217	86b05e23-0fb2-4184-82d6-a58f3a2c4cd6
176	2db471de-b029-4e5a-98f2-b6b836d12a3c	Hagen (1918, Lot 218)	Hagen	1918	218	e43c0f43-82a3-47b5-96be-18f042cc7bc7
177	0c946789-be0b-4c99-b9c9-e330e154a72d	The English Literature from London  (1919, Lot 178)	English Literature from London	1919	178	81aa7a9a-bad4-4ed4-bb92-da7c1c21059d
178	6f26ec6b-3efb-4dc1-af09-2e478a8d91bb	The Lefferts	Lefferts			
178	c7cf70af-029e-4530-a73a-703fd24106b3	Hagen (1918, Lot 219)	Hagen	1918	219	a2287407-f49b-4e03-baa3-89efc256c448
179	e0f77c72-f81f-4ab1-ac93-591f0dd38775	The Halsey (1919, Lot 241)	Halsey	1919	241	3981a4f9-5395-4b43-b80c-385a1a9366cd
180	5d555d4e-f37d-458f-9d6b-e50109dd0432	Sold Sotheby’s (18  May 1903, Lot 190)	Sotheby’s	1903	190	55d8c006-53c8-4712-80f1-7279a3ccd55d
180	20d7655b-6949-4f1c-a0ca-11de4079b321	Marsden J. Perry	Marsden J. Perry			
180	4a35003c-3932-4514-9b27-10340246d992	H.V.Jones (1923, Lot 47)	H.V.Jones	1923	47	776da1b0-c43a-4182-9bd2-984e2b0ed3f1
180	05fc1370-0592-456c-a516-472d2d0d20ba	J.L.Clawson (1926, I, Lot 137	Clawson	1926	137	16e0bf6d-e7b4-4b5f-bf15-2a50641368c5
181	f330fc67-5d84-47b7-b5ec-19a4ac2e970e	The Kemble	Kemble			
181	9df560fe-7e0d-45cf-83c7-b7e21dcc4296	Devonshire	Devonshire			
181	8ee4d370-c220-432e-b522-05ea5d66f9bf	Collier	Collier			
181	469dd75c-665f-482c-b5dc-c325a1497a58	Locker	Locker			
182	588f8327-8669-4a69-8d1b-1777c0822e9f	The Kemble	Kemble			
182	222bdc45-80d9-4ba8-b51c-260850bc1a0f	Devonshire	Devonshire			
